,Clinic - Ambulatory Surgical Center January 2020,,,,,,,
27041,Biopsy of soft tissues,  ,                                        ,ASC,418.49,10/1/08,12/31/99, 
27047,Exc hip/pelvis les sc < 3 cm,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27048,Exc hip/pelv tum deep < 5 cm,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27049,Resect hip/pelv tum < 5 cm,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27050,Biopsy of sacroiliac joint,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27052,Biopsy of hip joint,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27060,Removal of ischial bursa,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27062,Remove femur lesion/bursa,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27065,Remove hip bone les super,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27066,Remove hip bone les deep,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27067,Remove/graft hip bone lesion,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27080,Removal of tail bone,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27086,Remove hip foreign body,  ,                                        ,ASC,333,10/1/08,12/31/99, 
27087,Remove hip foreign body,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27097,Revision of hip tendon,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27098,Transfer tendon to pelvis,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27100,Transfer of abdominal muscle,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27105,Transfer of spinal muscle,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27110,Transfer of iliopsoas muscle,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27111,Transfer of iliopsoas muscle,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27197,Clsd tx pelvic ring fx,  ,                                        ,ASC,154.02,1/1/17,12/31/99, 
27198,Clsd tx pelvic ring fx,  ,                                        ,ASC,154.02,1/1/17,12/31/99, 
27202,Treat tail bone fracture,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27230,Treat thigh fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27238,Treat thigh fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27246,Treat thigh fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27250,Treat hip dislocation,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27252,Treat hip dislocation,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27257,Treat hip dislocation,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27265,Treat hip dislocation,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27266,Treat hip dislocation,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27275,Manipulation of hip joint,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27301,Drain thigh/knee lesion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27305,Incise thigh tendon & fascia,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27306,Incision of thigh tendon,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27307,Incision of thigh tendons,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27310,Exploration of knee joint,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27323,Biopsy thigh soft tissues,  ,                                        ,ASC,333,10/1/08,12/31/99, 
27324,Biopsy thigh soft tissues,  ,                                        ,ASC,333,10/1/08,12/31/99, 
27325,Neurectomy hamstring,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27326,Neurectomy popliteal,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27327,Exc thigh/knee les sc < 3 cm,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27328,Exc thigh/knee tum deep <5cm,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27329,Resect thigh/knee tum < 5 cm,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27330,Biopsy knee joint lining,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27331,Explore/treat knee joint,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27332,Removal of knee cartilage,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27333,Removal of knee cartilage,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27334,Remove knee joint lining,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27335,Remove knee joint lining,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27340,Removal of kneecap bursa,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27345,Removal of knee cyst,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27347,Remove knee cyst,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27350,Removal of kneecap,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27355,Remove femur lesion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27356,Remove femur lesion/graft,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27357,Remove femur lesion/graft,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27358,Remove femur lesion/fixation,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27360,Partial removal leg bone(s),  ,                                        ,ASC,717,10/1/08,12/31/99, 
27372,Removal of foreign body,  ,                                        ,ASC,995,10/1/08,12/31/99, 
27380,Repair of kneecap tendon,  ,                                        ,ASC,333,10/1/08,12/31/99, 
27381,Repair/graft kneecap tendon,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27385,Repair of thigh muscle,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27386,Repair/graft of thigh muscle,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27390,Incision of thigh tendon,  ,                                        ,ASC,333,10/1/08,12/31/99, 
27391,Incision of thigh tendons,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27392,Incision of thigh tendons,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27393,Lengthening of thigh tendon,  ,                                        ,ASC,446,10/1/08,12/31/99, 
27394,Lengthening of thigh tendons,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27395,Lengthening of thigh tendons,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27396,Transplant of thigh tendon,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27397,Transplants of thigh tendons,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27400,Revise thigh muscles/tendons,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27403,Repair of knee cartilage,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27405,Repair of knee ligament,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27407,Repair of knee ligament,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27409,Repair of knee ligaments,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27418,Repair degenerated kneecap,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27420,Revision of unstable kneecap,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27422,Revision of unstable kneecap,  ,                                        ,ASC,995,10/1/08,12/31/99, 
27424,Revision/removal of kneecap,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27425,Lat retinacular release open,  ,                                        ,ASC,995,10/1/08,12/31/99, 
27427,Reconstruction knee,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27428,Reconstruction knee,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27429,Reconstruction knee,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27430,Revision of thigh muscles,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27435,Incision of knee joint,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27437,Revise kneecap,  ,                                        ,ASC,630,10/1/08,12/31/99, 
27438,Revise kneecap with implant,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27441,Revision of knee joint,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27442,Revision of knee joint,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27443,Revision of knee joint,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27496,Decompression of thigh/knee,  ,                                        ,ASC,717,10/1/08,12/31/99, 
27497,Decompression of thigh/knee,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27498,Decompression of thigh/knee,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27499,Decompression of thigh/knee,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27500,Treatment of thigh fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27501,Treatment of thigh fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27502,Treatment of thigh fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27503,Treatment of thigh fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27508,Treatment of thigh fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27509,Treatment of thigh fracture,  ,                                        ,ASC,510,10/1/08,12/31/99, 
27510,Treatment of thigh fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27516,Treat thigh fx growth plate,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27517,Treat thigh fx growth plate,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27520,Treat kneecap fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
27530,Treat knee fracture,  ,                                        ,ASC,103.62,10/1/08,12/31/99, 
